POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4205,24,56,74,435,591,1025,0,0,0,34,47,77,0,0,0,433,550,988,3,3,7,25,19,43,38,45,79,15,18,40,45,87,132,0,0,0,16,25,41,32,38,70,84,103,184,8,13,21,12,10,26,96,137,238,95,119,216,7,16,25,1386,1817,3204,6,13,21,14,11,28,3,0,3,4,0,3,8,5,12,10,11,20,21,16,39,789,702,1487,8,8,18,0,3,6,804,714,1513,245,253,503,2504,2882,5385
POA4207,232,366,599,3964,4620,8586,0,3,4,415,495,903,6,5,9,4831,5225,10048,14,14,32,141,134,274,220,298,518,395,389,793,576,582,1158,12,9,14,145,151,297,511,582,1093,719,796,1519,59,70,136,103,124,231,1127,1399,2526,932,1054,1986,86,90,180,14264,16043,30307,104,101,201,303,282,583,25,19,47,5,0,5,52,34,86,106,153,254,160,184,344,9236,8274,17505,91,79,165,44,53,93,9376,8395,17773,2712,2654,5361,27171,28040,55215
POA4208,66,107,171,1567,1811,3378,0,0,0,178,176,353,0,0,3,1811,1932,3751,24,25,47,46,54,102,56,51,107,78,78,157,132,148,283,0,0,3,45,33,82,304,346,648,251,280,528,24,24,40,31,33,58,391,482,873,403,435,832,50,56,106,5385,5967,11353,37,38,72,25,29,55,3,0,8,0,0,0,23,22,39,15,28,46,35,52,86,3391,2974,6366,17,19,33,11,20,28,3424,3017,6438,938,851,1782,9912,10052,19965
POA4209,232,330,563,3425,3994,7419,0,0,0,288,318,605,5,0,6,4352,4849,9205,19,28,44,126,185,309,126,153,281,359,376,734,121,157,280,14,15,28,75,91,166,519,549,1074,550,584,1132,29,41,68,58,77,134,651,837,1485,896,983,1881,65,64,133,11671,13307,24984,181,156,335,144,141,283,18,28,49,0,8,7,56,43,97,67,81,146,126,127,251,9504,8911,18407,61,61,124,51,59,109,9616,9030,18645,2538,2423,4956,24524,25548,50073
POA4210,95,127,220,1655,1828,3478,0,0,0,161,178,342,4,6,5,1815,2023,3841,13,15,28,60,78,139,54,71,121,57,75,128,56,85,141,3,8,12,31,42,71,173,194,366,257,277,535,13,8,25,16,20,35,314,374,687,284,327,616,14,10,27,4981,5618,10605,42,41,80,40,52,90,6,8,12,0,0,0,9,11,16,15,34,55,28,44,71,3368,3037,6403,25,28,52,14,32,49,3413,3101,6505,938,949,1884,9537,9943,19475
POA4211,319,486,805,4468,5262,9725,3,0,4,393,421,806,0,3,3,5673,6506,12177,54,63,116,270,268,536,188,210,391,228,222,448,178,257,435,17,20,38,109,103,214,480,563,1042,827,898,1723,59,79,144,92,107,196,1116,1408,2526,1065,1218,2280,44,76,123,15266,17672,32937,170,169,341,233,235,463,54,62,121,6,5,6,83,70,152,110,126,229,192,192,391,10508,9345,19848,89,75,164,49,73,122,10639,9498,20134,2794,2822,5615,29673,31129,60801
POA4212,130,191,326,2903,3293,6200,0,0,0,187,219,398,0,0,0,2734,3068,5803,12,25,41,112,132,248,52,71,122,65,76,145,91,103,192,13,9,20,50,61,113,147,157,297,446,497,944,14,33,48,35,34,62,499,634,1133,370,405,775,17,20,36,7742,8831,16574,56,63,122,113,111,225,41,35,71,0,0,0,26,20,41,23,26,50,44,44,92,4017,3609,7627,30,32,67,23,40,62,4066,3685,7754,1440,1450,2895,13643,14409,28053
POA4213,133,214,346,2310,2541,4852,0,0,0,259,298,560,8,5,12,2623,2878,5503,15,17,31,100,99,200,77,90,168,132,128,260,88,105,192,7,3,7,37,47,89,379,462,837,401,486,888,20,27,47,53,59,117,694,772,1468,511,638,1148,17,15,38,7738,8662,16406,57,49,104,22,20,45,25,30,56,0,3,7,8,8,22,35,73,109,47,88,134,4741,4305,9048,70,37,107,27,42,65,4839,4385,9224,1362,1365,2724,14228,14813,29042
POA4214,277,413,687,2586,3147,5734,8,5,15,204,199,403,0,0,0,3791,4255,8045,71,90,158,201,211,410,58,81,141,88,97,184,161,205,366,23,22,44,64,98,164,175,220,391,540,594,1133,43,42,80,25,27,47,711,874,1587,532,608,1142,21,39,60,9307,10795,20106,151,174,319,293,246,541,43,45,91,0,0,3,32,20,48,54,84,137,79,108,186,6147,5539,11685,58,46,101,26,41,67,6222,5627,11847,1746,1710,3454,18119,19112,37238
POA4215,460,723,1188,2803,3506,6304,4,0,3,257,324,579,3,5,6,4136,5088,9217,39,51,92,281,339,621,133,177,309,84,82,174,160,191,355,64,67,131,90,121,204,170,277,450,656,764,1414,34,45,75,47,58,107,650,920,1572,629,843,1468,36,54,86,10282,12898,23177,315,303,618,505,437,942,64,65,129,6,3,8,107,85,193,96,114,219,215,204,420,8807,8117,16925,108,87,196,57,90,145,8977,8290,17265,3354,3071,6428,24172,26000,50166
POA4216,188,334,525,3344,4074,7419,0,0,0,187,226,414,0,6,6,3663,4500,8168,38,48,85,195,211,405,74,114,187,40,44,85,129,155,278,39,19,56,58,86,145,148,193,338,540,695,1233,25,35,59,25,32,59,723,994,1711,433,553,991,25,37,61,9694,12012,21707,90,75,165,254,227,486,44,36,80,0,0,0,45,38,78,36,64,100,78,96,178,5512,4967,10474,49,36,90,31,59,93,5593,5066,10662,1787,1854,3643,17732,19698,37435
POA4217,382,568,951,2810,3170,5983,5,0,8,129,125,259,0,0,0,4080,4488,8568,14,24,39,278,332,613,49,47,89,50,38,94,77,123,208,34,31,67,66,59,124,112,148,256,509,480,989,14,19,31,15,23,43,534,619,1154,379,450,824,16,15,34,9179,10195,19370,512,381,895,343,217,561,89,106,202,0,0,0,285,173,461,76,99,180,365,275,638,6214,5517,11736,62,52,110,35,40,69,6313,5603,11921,3253,3046,6308,20438,20397,40836
POA4218,264,388,650,2324,2640,4965,0,0,0,99,120,223,0,0,0,3569,4042,7610,3,5,15,232,264,491,35,49,80,28,45,72,76,108,187,3,6,14,40,40,77,113,154,269,367,406,776,6,10,22,11,18,29,479,661,1143,295,363,664,10,23,29,7711,8954,16661,85,68,154,73,55,125,64,56,117,0,0,0,78,64,138,29,50,84,111,121,225,5357,4760,10112,68,46,106,36,52,88,5460,4855,10314,1832,1780,3610,15606,16265,31864
POA4220,144,236,375,2243,2763,5012,0,0,0,142,174,314,0,0,0,3495,4143,7639,13,23,29,115,123,240,29,38,65,19,15,35,112,165,275,0,0,0,40,39,71,168,210,375,417,481,897,23,25,40,22,32,58,590,751,1346,360,440,799,16,22,36,7801,9431,17234,63,51,110,38,27,69,27,21,45,0,0,0,15,11,23,36,55,94,46,71,116,5218,4897,10116,43,33,81,33,61,92,5295,4994,10288,1481,1518,2997,14892,16343,31233
POA4221,121,196,316,2182,2571,4748,0,0,0,185,185,375,0,0,0,2753,3100,5851,5,17,25,62,74,137,92,99,190,27,35,68,91,101,195,0,7,9,47,43,88,218,234,446,378,435,809,33,36,64,21,31,58,508,682,1193,367,440,811,18,19,37,6997,8096,15101,44,42,79,18,15,32,9,15,24,3,0,0,0,0,0,34,48,82,34,54,84,4497,4085,8580,35,32,70,23,62,86,4554,4184,8741,1216,1201,2423,13001,13800,26802
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,64,115,180,1158,1400,2564,0,0,0,72,71,144,0,0,0,1421,1689,3112,0,0,5,31,36,65,68,78,148,16,9,21,45,52,98,0,0,0,13,21,34,71,105,175,186,193,378,6,11,16,24,31,56,263,350,617,168,208,373,6,16,19,3546,4273,7822,21,16,31,12,10,21,9,8,11,0,0,0,0,0,0,11,22,29,11,22,29,2436,2147,4585,13,19,34,24,41,68,2474,2206,4683,582,539,1118,6706,7182,13892
POA4224,33,46,78,458,527,984,0,0,0,42,44,90,0,0,0,738,806,1541,0,3,4,15,14,25,22,22,48,9,6,12,10,22,27,0,0,0,3,8,12,52,54,97,87,81,169,0,8,8,3,4,8,92,141,233,69,87,156,3,3,9,1599,1825,3426,14,16,29,3,0,7,0,3,5,0,0,0,0,0,0,7,15,27,11,15,23,1125,1085,2209,12,12,18,4,9,21,1143,1106,2248,366,404,771,3171,3421,6588
POA4225,45,63,110,561,611,1180,0,0,0,33,27,58,0,0,0,824,866,1692,0,0,0,19,26,46,28,42,67,3,5,9,10,16,32,5,0,8,13,15,23,25,46,67,138,112,247,0,5,6,8,9,20,119,154,272,55,67,122,4,7,13,1854,2010,3863,26,13,41,18,7,19,8,7,12,0,0,0,6,3,8,12,19,28,15,20,37,1290,1127,2420,16,14,29,9,17,26,1311,1154,2465,625,574,1199,3903,3851,7754
POA4226,296,428,719,2195,2752,4945,0,0,0,190,222,415,0,3,3,3274,3864,7138,12,21,39,223,199,428,58,81,133,55,71,123,77,91,169,22,30,45,51,63,107,308,347,654,424,518,936,18,24,43,27,37,65,674,829,1502,515,620,1136,23,12,32,8133,9789,17918,116,126,246,106,88,195,53,61,110,0,0,0,44,32,75,58,82,133,102,115,215,5115,4715,9830,40,30,70,23,44,70,5179,4788,9968,1395,1469,2865,15381,16863,32243
POA4227,175,251,430,1324,1665,2995,0,4,4,158,180,339,0,0,0,2001,2524,4518,9,16,25,115,124,244,25,50,82,68,84,157,53,57,109,23,14,35,44,39,87,306,362,667,229,254,485,16,20,30,36,47,86,346,440,783,379,445,824,15,4,25,5150,6326,11479,91,114,204,97,94,197,17,23,39,0,0,0,41,26,63,35,56,94,69,79,152,3569,3502,7067,35,32,68,12,22,42,3615,3556,7171,923,1089,2014,10148,11542,21687
POA4228,27,40,70,460,527,991,0,0,0,39,43,86,0,0,0,538,554,1091,5,8,11,19,18,33,17,21,39,4,3,7,32,36,66,0,0,0,9,5,13,25,25,48,73,74,140,3,0,3,7,12,22,123,133,256,71,65,135,3,0,8,1433,1520,2957,0,4,4,0,3,3,6,0,6,0,0,0,0,0,0,15,27,36,12,27,38,921,780,1699,3,3,8,11,18,30,933,802,1736,242,234,478,2659,2637,5297
POA4229,3,4,7,9,25,29,0,0,0,0,0,0,0,0,0,24,29,62,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,6,9,0,0,3,3,3,10,6,0,6,0,0,0,0,0,0,0,8,8,3,0,7,0,0,0,62,71,134,15,10,29,5,12,15,0,3,3,0,0,0,0,0,8,4,4,9,7,5,11,47,57,107,0,0,0,0,0,0,47,58,109,33,38,70,177,205,384
POA4230,19,35,53,98,161,262,0,0,0,4,8,16,0,0,0,137,188,321,3,3,6,10,9,21,0,0,3,6,7,12,4,8,6,0,0,0,0,0,0,16,10,27,30,34,64,0,0,0,0,3,3,28,32,64,25,24,51,3,3,4,360,499,857,9,9,12,6,4,8,3,0,3,0,0,0,5,7,13,3,3,9,7,13,18,296,256,552,0,4,3,0,6,4,297,263,559,71,86,148,775,899,1674
POA4270,12,26,39,384,394,780,0,0,0,44,33,73,0,0,0,338,380,712,0,0,3,21,10,23,9,13,15,3,6,7,25,26,53,5,0,5,10,8,14,19,22,44,60,69,122,0,0,3,3,5,13,93,94,186,54,48,102,0,7,7,1055,1111,2168,0,3,4,0,6,6,0,0,3,0,0,0,0,0,0,0,11,6,0,11,6,628,573,1205,11,6,14,4,6,9,644,587,1229,247,243,492,1962,1983,3950
POA4271,12,22,39,205,245,442,0,0,0,29,40,69,0,0,0,213,224,436,3,0,5,0,4,6,13,20,32,0,0,0,8,11,24,0,0,0,5,5,7,14,11,24,65,78,146,16,6,24,5,3,10,33,41,74,40,52,91,0,4,11,641,751,1398,6,3,7,0,0,3,0,3,3,0,0,0,3,3,6,5,21,23,11,26,35,543,507,1056,7,12,24,11,12,24,569,534,1100,154,162,315,1392,1494,2888
POA4272,22,45,61,345,415,762,0,0,0,37,46,78,0,0,0,287,358,644,0,0,0,5,3,10,12,21,38,6,3,7,25,20,42,0,0,0,9,11,17,13,20,36,122,145,268,3,8,13,12,13,26,70,102,171,67,80,148,5,8,16,1019,1271,2289,3,3,10,0,0,0,3,10,15,0,0,0,3,0,3,19,26,47,23,26,43,812,721,1540,9,3,14,4,11,8,828,735,1560,310,311,629,2217,2400,4612
POA4275,16,17,33,348,354,705,0,0,0,20,26,40,0,0,0,307,331,630,3,3,5,0,0,3,10,5,18,0,0,0,9,13,25,0,0,0,4,7,10,8,3,9,45,40,85,3,0,5,11,3,13,104,97,197,47,56,105,5,0,5,918,949,1861,3,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,3,570,523,1092,9,4,12,4,3,4,581,536,1111,226,182,406,1744,1691,3434
POA4280,73,74,147,1543,1681,3227,0,0,0,135,147,286,0,0,0,1631,1753,3383,10,13,24,52,48,100,45,69,116,28,31,59,94,95,189,0,0,0,37,34,67,129,142,270,221,216,434,28,19,44,36,43,76,369,444,809,255,265,525,15,10,23,4622,5003,9631,14,16,31,8,10,14,3,0,6,0,0,0,8,12,20,32,50,75,42,58,101,2960,2479,5441,33,27,54,28,29,63,3020,2535,5557,722,653,1376,8516,8348,16862
POA4285,36,58,92,2066,2268,4331,0,0,0,198,209,410,0,0,0,1994,2207,4197,13,11,17,25,26,49,73,78,148,25,23,52,126,161,287,3,0,3,44,33,75,118,150,262,250,269,518,22,28,53,34,45,73,639,746,1387,294,339,631,10,12,28,5934,6596,12529,15,15,26,14,13,20,3,3,6,9,5,12,0,5,9,40,62,96,48,73,119,2838,2488,5323,29,21,47,16,26,44,2880,2534,5413,1034,999,2037,9966,10286,20247
POA4287,0,0,0,63,87,151,0,0,0,3,3,11,0,0,0,75,76,150,0,0,0,0,0,0,0,3,3,0,0,0,3,5,8,0,0,0,0,0,0,0,0,3,8,0,9,0,0,0,9,7,12,44,52,94,8,7,9,0,0,0,212,247,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,84,61,150,0,0,0,0,0,0,84,61,150,169,35,203,474,346,824
POA4300,592,673,1264,3175,3476,6656,0,0,0,507,506,1013,6,3,4,5356,5939,11293,21,32,57,194,214,411,110,150,255,491,557,1051,216,253,464,54,39,92,228,233,462,697,821,1522,678,670,1354,46,51,95,131,132,268,873,1048,1922,1321,1333,2661,61,65,130,14171,15527,29698,652,652,1303,319,298,620,13,15,23,0,3,3,131,118,250,84,120,207,215,237,454,8920,8007,16924,99,93,193,53,49,99,9075,8144,17221,2637,2443,5078,27674,27996,55669
POA4301,182,235,417,1600,1831,3432,0,0,0,248,294,543,0,0,0,2416,2742,5163,17,27,46,74,79,152,122,124,240,388,390,772,92,90,179,3,9,13,167,174,347,394,432,831,353,333,680,47,37,84,166,156,318,472,525,994,860,905,1767,45,49,87,7469,8188,15652,171,160,333,159,156,322,4,3,9,0,3,3,65,48,114,48,80,123,108,132,239,4351,4002,8350,42,32,70,18,27,49,4413,4057,8472,1406,1393,2798,13914,14328,28240
POA4303,21,25,48,234,265,505,0,0,0,45,41,85,0,0,0,294,309,603,3,0,6,4,0,8,11,15,25,57,68,130,29,27,49,10,10,21,16,17,36,34,42,75,55,76,127,23,51,79,19,20,39,80,78,158,65,71,138,7,3,6,982,1100,2083,9,6,17,7,4,13,0,0,3,4,4,9,0,3,3,8,9,19,16,16,31,604,548,1153,9,4,9,5,3,9,620,552,1176,304,263,570,1965,1980,3946
POA4304,70,91,160,1139,1260,2400,0,0,0,193,218,409,4,8,16,1543,1723,3266,31,45,79,27,34,55,54,71,128,85,104,186,127,112,237,0,0,3,58,55,111,173,187,355,253,264,522,54,60,110,13,27,38,469,580,1048,259,260,515,44,48,95,4521,5052,9571,76,51,124,32,27,61,6,8,12,6,10,14,19,7,26,26,59,83,49,75,129,2835,2396,5234,41,30,67,14,30,45,2888,2452,5340,1004,924,1925,8640,8677,17316
POA4305,190,273,456,4617,5231,9853,0,0,0,652,714,1365,70,61,128,5976,6708,12682,117,173,289,78,87,164,142,175,324,243,319,558,619,754,1368,10,16,28,141,191,337,463,571,1031,838,923,1757,107,163,275,113,130,243,1646,2084,3732,878,985,1866,167,193,361,16880,19469,36355,158,105,265,69,64,130,13,18,28,8,3,6,18,10,28,101,183,288,129,195,320,9906,8936,18842,110,93,207,34,64,89,10049,9091,19142,2963,2887,5853,30442,32111,62549
POA4306,87,123,208,3042,3275,6317,0,0,0,467,440,909,24,17,36,3383,3555,6930,57,53,114,30,37,68,54,61,109,92,98,192,437,454,890,0,0,3,69,80,151,246,286,531,501,546,1042,72,91,161,64,75,139,1241,1299,2540,520,570,1097,95,108,204,10389,11051,21442,33,34,68,30,29,55,0,6,15,3,3,4,3,0,6,42,78,123,50,83,132,5598,4769,10373,52,47,102,23,38,61,5679,4860,10540,1882,1461,3341,18150,17647,35798
POA4307,4,8,12,154,167,318,0,0,0,19,25,49,0,0,0,133,140,271,28,24,48,0,0,3,3,4,3,0,0,0,29,17,44,0,0,0,4,3,15,3,4,8,21,11,36,5,11,11,13,9,23,88,82,168,19,24,46,0,3,3,528,529,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,186,170,354,0,7,5,0,3,4,188,179,365,55,59,111,777,774,1555
POA4309,13,13,21,208,239,442,0,0,0,62,52,119,0,0,0,237,269,514,38,46,82,3,3,3,19,28,45,0,0,3,78,83,162,0,0,0,0,0,3,25,29,51,11,26,37,32,36,71,3,10,9,131,105,234,64,81,144,3,0,5,920,1009,1923,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,3,8,11,379,310,694,8,4,7,0,3,9,388,321,709,170,158,332,1491,1510,3006
POA4310,7,17,29,491,530,1019,0,0,0,67,82,150,3,0,5,471,583,1055,43,55,95,0,0,0,16,23,40,6,3,4,203,176,378,0,0,0,4,8,19,63,66,127,71,68,144,26,36,62,11,11,24,324,343,671,96,103,202,3,0,5,1909,2085,3997,0,0,3,0,0,3,0,0,3,9,6,11,0,0,4,10,20,22,17,23,40,647,555,1202,3,4,9,0,0,0,649,558,1209,244,232,479,2834,2920,5752
POA4311,60,59,120,945,998,1947,0,0,0,110,100,210,0,0,3,911,880,1794,18,24,39,12,6,10,14,36,53,15,17,29,306,301,611,0,0,0,15,18,29,29,50,83,159,175,334,21,30,50,20,18,38,293,328,624,144,142,285,46,42,91,3063,3162,6225,5,5,9,13,10,23,0,5,6,0,0,0,3,9,9,21,32,54,25,42,65,1504,1280,2790,15,6,17,3,7,17,1521,1298,2824,672,658,1331,5361,5237,10599
POA4312,12,19,27,261,286,543,0,0,0,22,30,52,0,0,0,171,194,360,0,3,6,3,0,3,21,22,40,0,8,8,30,41,68,0,0,0,3,5,12,20,24,45,49,55,102,13,7,17,4,3,6,110,84,192,24,40,64,16,20,36,742,814,1552,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,399,352,749,4,4,10,8,0,7,405,363,767,160,148,303,1322,1348,2672
POA4313,3,9,8,267,277,549,0,0,0,33,38,71,0,0,0,146,176,321,0,0,0,11,8,13,10,10,23,3,0,4,33,22,59,0,0,0,3,5,4,3,4,11,41,39,81,5,4,9,0,7,13,81,100,184,30,37,71,39,38,81,709,779,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,8,7,309,271,580,3,0,7,3,5,4,316,271,594,113,113,229,1148,1178,2323
POA4340,11,22,27,431,482,916,0,0,0,79,85,166,3,6,10,518,605,1125,34,35,60,0,4,4,6,10,17,16,20,37,97,124,214,0,0,0,10,7,18,10,15,24,66,82,149,3,10,15,3,5,9,216,226,448,75,77,151,12,13,21,1586,1803,3394,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,10,0,10,9,696,639,1337,19,17,33,0,0,3,715,657,1372,321,319,639,2641,2813,5451
POA4341,42,42,84,1271,1308,2588,0,0,0,212,236,443,3,3,7,1396,1566,2962,10,14,22,17,10,32,35,57,96,19,25,47,327,376,704,0,0,0,14,17,31,65,56,122,219,209,431,30,29,62,25,37,61,395,474,873,223,239,456,106,101,206,4374,4756,9130,5,4,9,15,14,31,0,0,3,0,0,0,0,0,0,26,37,66,26,37,66,2047,1769,3820,18,14,34,3,14,13,2069,1801,3868,719,674,1398,7255,7330,14592
POA4342,9,10,14,218,214,429,0,0,0,33,35,64,0,0,0,273,271,546,0,7,9,3,0,3,3,4,8,0,0,0,73,89,165,0,0,0,6,3,9,11,13,18,31,30,61,3,9,14,7,10,14,61,71,132,44,29,71,34,38,68,789,819,1608,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,8,13,3,8,13,327,299,626,6,10,15,0,0,0,329,307,642,169,174,346,1304,1319,2618
POA4343,55,73,130,635,776,1411,0,0,0,160,195,357,0,0,0,1084,1173,2264,63,80,141,4,11,13,22,43,68,5,11,13,467,505,977,3,3,9,14,13,29,50,54,102,104,93,197,12,20,35,35,49,82,261,289,551,205,231,435,109,106,212,3244,3658,6906,77,55,127,210,124,336,0,0,3,0,3,3,32,23,60,15,18,29,48,41,92,1213,1094,2307,12,9,19,8,3,11,1229,1107,2342,879,550,1432,5747,5616,11359
POA4344,5,3,13,203,200,405,0,0,0,29,23,53,0,0,0,288,301,594,25,13,37,0,0,3,0,0,0,0,3,3,65,53,121,0,0,0,3,5,5,22,21,44,37,37,75,13,12,22,25,26,50,77,75,155,56,59,119,8,15,18,862,849,1711,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,281,267,549,3,0,3,6,6,8,289,274,561,165,161,330,1327,1296,2622
POA4345,5,7,19,11,13,27,0,0,0,0,3,3,0,0,0,21,38,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,10,10,9,12,22,0,0,0,38,89,131,0,3,7,3,3,8,0,0,0,0,0,0,0,3,3,0,0,3,0,5,3,42,106,147,0,0,0,0,0,0,42,106,152,3,15,18,101,234,328
POA4346,0,3,7,50,71,121,0,0,0,12,11,25,0,0,0,87,70,159,5,9,15,3,0,3,3,3,3,0,0,0,49,46,93,0,0,0,0,0,0,3,5,11,8,14,17,3,0,3,3,0,3,24,22,49,16,12,30,5,10,16,283,278,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,122,106,223,0,0,4,0,0,0,120,110,228,45,36,84,445,424,873
POA4347,0,4,8,115,106,226,0,0,0,25,24,44,0,0,0,99,106,204,6,3,9,0,0,0,3,10,8,0,0,0,43,48,85,0,0,0,3,0,3,3,0,6,13,14,30,0,0,3,10,7,21,37,45,84,21,23,48,3,3,3,385,399,782,0,0,0,5,0,4,0,0,0,0,0,0,3,3,8,4,0,7,6,3,9,139,120,257,3,0,3,0,0,0,145,119,260,58,60,126,595,592,1192
POA4350,484,584,1073,8618,10552,19171,0,0,0,736,952,1688,114,100,212,11666,13336,25000,485,556,1042,93,113,211,236,318,549,133,152,284,1535,1906,3439,32,27,61,247,259,504,938,1096,2042,1720,2058,3781,130,213,349,206,267,475,2322,3212,5540,2227,2753,4980,100,121,223,31537,38002,69538,702,466,1161,834,708,1544,29,19,47,13,16,32,150,103,255,174,248,422,335,367,704,11853,10428,22281,192,155,345,67,88,148,12103,10670,22777,4978,4923,9897,51003,55743,106745
POA4352,68,82,148,2622,2881,5504,0,0,0,270,258,524,30,19,47,3324,3364,6684,157,157,307,16,11,32,97,100,194,38,37,75,624,655,1276,0,0,0,56,58,111,264,275,542,568,549,1113,31,38,68,72,76,153,903,943,1844,832,881,1710,49,54,104,9951,10340,20290,24,16,37,20,7,30,3,3,11,0,0,0,6,3,9,21,38,52,21,39,58,3026,2581,5607,25,30,55,13,19,30,3070,2628,5700,1161,1023,2185,14317,14139,28460
POA4353,0,0,0,26,24,52,0,0,0,0,0,0,0,0,0,29,38,65,0,0,0,0,0,0,0,0,0,0,0,0,21,26,50,0,0,0,3,0,8,4,8,10,3,0,7,0,0,0,0,0,0,20,20,36,7,6,12,0,0,0,114,127,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,37,0,0,0,0,0,0,19,12,37,12,3,17,146,144,294
POA4354,0,3,7,93,124,218,0,0,0,7,4,15,0,0,0,105,87,193,3,3,7,0,3,3,5,3,9,0,0,0,69,72,145,0,0,0,3,9,15,10,3,10,17,24,43,0,3,3,0,0,0,42,48,87,15,14,28,0,0,3,366,403,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,154,148,301,0,0,0,0,0,0,153,148,302,64,50,110,588,613,1199
