POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA4169,0,40,29,0,6,10,95,0,30,0,0,0,0,35,10,118,11,3,0,0,147,30,43,30,4,4,0,109,30,10,33,3,3,0,92,82,11,32,8,3,0,134,305,9,73,3,3,0,405,658,7,125,0,8,0,794,608,4,134,3,3,3,758,284,0,59,4,7,0,361,135,0,36,0,3,0,178,66,0,24,0,0,0,97,25,0,16,0,0,0,34,51,0,23,0,3,0,76,26,14,22,0,5,3,76,2307,298,659,37,55,31,3386
POA4170,5,27,27,0,0,16,85,0,32,3,0,0,0,37,6,152,8,3,10,3,175,28,59,16,0,0,0,108,12,29,17,0,3,3,74,57,21,33,0,0,0,115,238,16,84,0,3,0,338,985,12,181,0,5,0,1190,787,0,112,3,9,3,909,266,0,41,0,0,0,304,120,0,17,0,0,0,135,50,0,14,0,0,0,60,28,0,0,0,0,0,26,26,0,5,0,0,0,29,28,19,16,0,3,9,72,2634,377,575,10,33,38,3666
POA4171,0,15,14,0,0,6,41,0,24,0,0,0,0,24,0,69,5,0,0,0,79,4,27,9,4,0,0,42,4,11,14,0,0,0,27,35,3,24,0,3,0,66,172,3,49,3,5,0,235,516,0,98,0,4,3,622,388,0,68,0,0,0,465,229,0,48,0,0,0,277,113,0,14,0,0,0,134,53,0,16,0,0,0,72,36,0,7,0,0,0,41,123,0,16,0,0,0,141,22,8,8,0,0,6,47,1703,160,402,8,17,13,2307
POA4172,0,3,5,0,0,0,6,0,3,0,0,0,0,7,0,14,0,3,0,0,13,0,9,0,0,0,0,19,0,7,7,0,0,0,16,0,9,3,0,0,0,18,23,10,18,0,0,0,44,126,7,21,0,0,3,150,108,0,24,0,0,0,131,36,0,7,0,0,0,44,28,0,0,0,0,0,27,7,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,3,3,0,0,0,8,345,62,82,8,0,6,504
POA4173,0,0,11,0,0,6,14,0,3,0,0,0,0,3,0,15,8,0,3,0,20,3,11,10,0,4,0,21,0,8,4,0,0,0,10,11,11,12,0,0,0,33,44,0,37,0,0,0,86,337,3,103,3,9,0,454,102,0,23,0,0,0,132,19,0,3,0,0,0,23,3,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,11,532,41,217,6,13,7,818
POA4174,0,0,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,4,3,4,0,0,0,11,7,0,9,0,0,0,18,74,3,25,0,3,0,103,32,0,10,0,0,0,42,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,119,16,54,3,8,9,213
POA4178,6,26,24,0,4,15,75,0,61,3,0,0,0,69,6,249,9,3,3,4,266,10,100,26,8,0,0,145,22,34,25,0,0,4,94,80,46,48,5,4,0,177,228,27,98,12,4,6,368,1020,7,242,8,22,6,1316,357,0,66,3,0,0,426,104,0,14,0,0,0,120,53,3,0,0,0,0,56,10,0,0,0,0,0,8,10,0,0,0,0,0,10,3,3,0,0,0,0,6,22,29,17,5,5,10,92,1924,592,576,46,45,46,3230
POA4179,3,7,23,3,3,12,52,0,17,0,7,0,0,21,4,69,8,3,0,0,85,3,43,10,0,0,0,51,11,17,15,0,0,0,44,32,14,19,3,0,0,72,116,27,51,9,3,3,207,550,8,129,0,11,0,694,217,0,31,0,7,0,256,139,0,13,0,0,0,155,48,0,0,0,0,0,48,14,0,3,0,0,0,17,3,0,0,0,0,0,5,7,0,3,0,0,0,14,13,11,6,0,0,3,41,1161,222,325,32,25,19,1777
POA4183,0,0,8,0,0,7,17,0,0,0,0,0,0,0,0,12,6,0,0,0,20,0,3,8,9,4,0,27,0,3,10,0,3,0,16,16,3,21,23,3,0,70,32,0,24,0,0,0,54,26,0,30,0,0,0,51,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,3,28,72,23,115,37,20,11,282
POA4184,0,0,23,0,0,13,37,0,0,3,0,0,0,3,5,0,14,0,0,0,25,52,0,62,0,3,4,119,133,0,64,0,0,0,195,293,0,77,0,5,0,371,104,0,45,0,0,0,152,38,0,14,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,12,0,0,3,25,644,0,307,0,13,20,988
POA4205,0,0,3,0,4,4,14,0,0,0,3,0,0,8,0,21,7,0,3,0,32,0,16,8,0,3,0,27,0,5,11,0,0,0,21,18,6,13,0,3,3,44,201,13,58,7,9,3,285,72,3,21,0,5,0,110,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,12,304,77,121,12,28,13,564
POA4207,9,42,54,4,15,41,160,0,76,6,0,0,0,81,16,234,34,3,4,3,297,17,198,35,12,20,3,291,83,49,47,0,5,3,186,598,43,149,3,26,4,823,1793,66,379,16,69,20,2339,2006,11,304,6,15,9,2351,193,0,53,0,0,0,242,60,0,19,0,3,0,79,16,0,6,0,0,0,23,8,0,0,0,0,0,13,3,0,0,0,0,0,5,3,0,0,0,0,0,5,71,32,50,3,18,11,182,4876,759,1136,53,170,91,7092
POA4208,4,0,16,0,4,11,35,0,0,0,0,0,0,0,0,3,8,0,0,0,10,0,3,7,0,4,0,22,0,3,6,0,0,0,11,8,3,15,0,0,0,31,57,8,24,3,4,0,100,1112,0,121,0,6,0,1239,268,0,32,0,3,0,301,46,0,7,0,0,0,54,19,0,3,0,0,0,18,7,0,3,0,0,0,8,7,0,0,0,0,0,7,7,0,0,0,0,0,9,16,3,9,0,3,3,39,1548,21,264,5,28,14,1885
POA4209,5,0,24,0,5,7,48,3,3,0,0,0,0,6,11,12,4,0,5,0,36,12,18,7,6,3,0,48,7,12,12,0,3,0,28,17,7,30,0,7,0,59,560,81,129,32,19,4,815,4362,19,375,14,52,21,4836,1401,0,93,3,6,5,1505,184,0,43,0,3,0,226,57,0,12,0,0,0,74,23,0,9,0,0,0,31,8,0,3,0,0,0,13,11,0,4,0,0,0,14,76,7,25,3,3,0,114,6733,161,755,59,102,42,7850
POA4210,0,0,18,0,3,12,30,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,17,14,3,0,0,28,6,5,10,0,0,0,14,6,0,22,0,6,0,36,213,3,76,3,9,3,310,453,0,91,0,3,3,551,344,0,38,0,0,0,380,78,0,12,0,0,0,94,29,0,0,0,0,0,30,14,0,3,0,0,0,18,7,0,0,0,0,0,3,3,0,0,0,0,0,3,19,0,4,0,3,0,35,1180,33,293,7,29,20,1551
POA4211,6,25,55,0,9,38,134,3,27,3,4,11,5,47,10,135,17,7,27,0,183,7,118,35,33,91,0,288,5,23,44,3,27,3,108,39,40,66,7,77,3,233,500,43,228,20,86,4,885,1985,31,619,27,58,20,2739,973,5,158,0,6,3,1152,210,0,54,0,3,0,270,71,0,18,0,0,0,93,27,0,10,0,0,0,37,14,0,3,0,0,0,23,11,0,0,0,0,0,11,45,19,44,12,20,9,152,3911,463,1360,116,418,84,6347
POA4212,3,4,40,0,3,16,67,0,4,0,0,0,0,0,3,8,7,0,4,0,26,8,10,7,0,6,0,34,8,3,11,0,5,0,34,21,11,19,0,3,0,57,110,0,66,0,7,0,189,528,3,161,0,9,0,705,481,0,78,0,3,0,560,242,0,41,0,0,0,278,129,0,16,0,0,0,146,95,0,9,0,0,0,107,45,0,3,0,0,0,54,52,0,19,0,0,0,67,36,3,14,3,0,0,58,1755,40,501,4,52,23,2380
POA4213,0,3,27,0,5,30,66,0,4,0,0,0,0,3,0,40,10,0,3,0,54,0,36,21,0,9,0,65,3,15,25,0,12,0,55,6,21,32,0,3,0,65,67,13,69,0,0,0,145,328,10,202,3,16,3,555,334,0,92,0,8,0,431,103,0,34,0,0,0,134,63,0,10,0,0,0,69,27,0,8,0,0,0,30,13,0,0,0,0,0,13,5,0,3,0,0,0,11,21,10,13,0,9,4,49,960,148,539,6,63,38,1750
POA4214,4,10,36,3,10,20,85,3,20,3,0,0,0,20,3,59,30,4,12,3,116,17,60,38,22,8,3,150,8,36,54,8,14,0,110,20,23,34,5,13,0,88,223,17,106,0,20,3,377,914,12,322,12,50,9,1311,734,3,137,3,17,6,892,291,0,59,0,8,0,356,81,0,20,0,3,0,107,19,0,12,0,0,0,28,6,0,0,0,0,0,4,6,0,5,0,0,0,10,45,16,34,3,5,9,104,2368,261,886,51,146,51,3769
POA4215,18,71,75,4,15,54,229,0,134,3,6,3,0,152,32,489,42,31,3,0,596,60,223,77,50,10,6,429,79,74,79,14,7,9,260,423,98,197,31,25,5,775,2160,81,600,14,59,15,2923,2710,19,671,19,80,22,3511,1046,4,228,6,22,3,1311,312,0,68,3,4,0,394,80,0,39,0,0,0,118,21,0,8,0,0,0,30,5,0,3,0,0,0,12,11,0,11,0,0,0,18,99,75,70,13,19,16,289,7053,1270,2166,198,243,123,11054
POA4216,14,21,71,4,7,40,147,0,22,4,0,0,0,27,8,108,14,4,3,3,137,7,29,47,3,22,0,119,28,9,28,0,3,0,73,115,13,77,3,3,3,205,783,8,306,5,90,12,1206,1456,6,419,12,64,11,1967,615,0,158,4,14,3,794,242,0,52,0,3,0,295,136,0,34,0,3,0,172,67,0,15,0,5,3,87,43,0,9,0,0,0,50,49,0,14,0,0,0,65,53,21,30,7,4,12,138,3608,244,1278,42,218,85,5470
POA4217,13,0,76,0,33,59,181,3,0,0,0,0,0,3,19,4,34,0,6,0,69,128,5,44,22,10,0,204,74,0,45,0,0,0,124,440,0,126,15,4,4,586,1179,0,331,4,34,14,1562,1466,0,494,10,58,16,2046,824,0,268,8,25,12,1127,385,3,111,0,8,5,508,229,0,49,0,0,0,279,113,0,26,0,0,0,139,70,0,9,0,0,0,84,107,0,34,0,0,0,141,81,0,59,3,13,14,168,5125,20,1709,53,196,120,7234
POA4218,8,0,55,3,11,34,118,3,5,0,3,3,0,10,4,16,23,0,0,0,43,14,5,41,0,3,0,65,20,3,51,0,4,0,78,88,0,61,0,28,3,181,951,0,253,4,29,7,1245,1261,0,303,0,38,3,1607,464,0,129,0,16,3,610,299,0,67,0,0,0,369,191,0,27,0,6,0,220,91,0,16,0,0,0,112,51,0,13,0,0,0,60,54,0,17,0,0,0,69,44,3,28,0,8,3,96,3541,44,1087,20,138,56,4884
POA4220,4,16,45,0,3,40,102,0,21,0,0,0,0,22,4,85,22,3,10,0,122,8,36,30,10,9,3,98,17,14,35,0,3,0,70,63,9,69,0,3,0,151,376,10,206,0,15,5,611,907,6,326,0,26,8,1277,562,0,153,0,17,11,740,247,0,56,0,0,0,300,105,0,25,0,0,0,131,39,0,5,0,3,0,48,10,0,3,0,0,0,19,19,0,8,0,0,0,25,35,12,26,0,4,10,84,2390,218,1002,23,92,70,3794
POA4221,3,13,37,3,3,33,91,0,37,0,0,0,0,38,3,124,5,0,0,4,140,7,48,40,6,3,0,101,32,9,43,0,0,0,77,138,13,67,3,4,3,230,496,9,168,0,18,11,703,641,3,269,5,20,7,946,390,3,98,0,3,0,500,183,0,40,0,3,0,233,67,0,13,0,0,3,89,22,0,3,0,0,0,25,10,0,3,0,0,0,13,12,0,0,0,0,0,12,28,15,23,0,10,8,76,2033,268,820,21,70,65,3274
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,3,18,0,0,17,35,0,12,3,0,0,0,18,0,53,8,0,0,0,62,0,22,13,3,3,0,45,3,14,14,0,0,0,39,13,10,25,0,0,0,54,93,13,60,0,5,0,172,245,0,122,0,18,3,389,156,0,53,0,7,0,215,73,0,29,0,0,0,102,24,0,11,0,0,0,35,6,0,4,0,0,0,11,5,0,3,0,0,0,4,4,0,0,0,0,0,4,9,12,9,0,7,3,37,634,152,374,10,41,30,1241
POA4224,0,0,8,0,0,5,21,0,3,3,0,0,0,3,0,14,8,0,0,0,22,0,8,13,0,0,0,19,4,3,13,0,0,0,21,29,5,19,0,0,0,50,127,4,51,0,4,0,184,230,0,86,0,14,0,333,114,0,29,0,5,0,144,21,0,4,0,0,0,25,15,0,4,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,4,21,552,34,237,3,21,8,863
POA4225,0,14,20,0,3,10,50,0,9,0,0,0,0,11,5,68,12,0,0,0,80,20,10,20,0,0,0,50,29,10,17,0,0,0,50,154,3,35,0,3,3,202,335,3,59,0,7,0,408,372,0,93,0,9,5,472,101,0,33,0,0,0,131,44,0,5,0,0,0,49,12,0,9,0,3,0,22,10,0,3,0,0,0,12,4,0,0,0,0,0,4,8,0,6,0,0,0,12,14,10,16,0,4,0,43,1104,128,319,0,29,18,1597
POA4226,4,0,33,3,5,35,84,0,0,0,0,0,0,7,8,11,10,3,0,0,32,8,3,24,8,3,0,40,9,0,18,0,0,0,31,18,11,18,0,3,3,49,94,4,81,4,16,6,204,916,5,355,18,49,10,1359,1010,5,181,3,16,3,1211,369,0,84,4,5,3,466,126,0,20,0,0,0,153,51,0,12,0,0,0,61,17,0,8,0,3,0,32,23,0,4,0,0,0,29,37,4,24,3,4,11,77,2694,41,869,45,109,68,3830
POA4227,4,11,17,0,0,9,45,0,17,0,0,0,0,15,4,80,6,0,0,0,91,6,64,18,0,0,0,87,4,13,14,0,3,0,35,41,23,29,0,7,0,99,128,15,58,3,7,0,219,808,26,277,15,41,7,1168,611,3,98,3,9,3,730,246,0,37,0,7,0,286,93,0,19,0,0,0,115,29,0,6,0,0,0,38,12,0,3,0,0,0,15,9,0,0,0,0,0,10,17,7,22,0,3,6,57,2020,254,605,27,84,27,3012
POA4228,0,0,10,0,0,3,16,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,8,0,0,0,6,0,0,0,0,0,0,3,3,0,13,0,0,0,19,4,0,8,0,0,0,10,4,0,11,0,0,0,19,14,0,11,0,0,0,26,7,0,10,0,0,0,17,14,0,0,0,0,0,14,3,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,3,0,0,0,4,59,0,86,3,6,6,160
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,3,3,0,0,0,0,0,9,176,0,46,0,0,0,222,104,0,23,0,3,0,131,14,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,304,0,87,0,6,4,401
POA4270,0,0,3,0,0,4,9,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,4,0,0,0,0,3,0,0,0,0,0,7,12,0,11,0,0,0,26,17,0,5,0,0,0,30,19,0,13,0,0,0,31,15,0,0,0,0,0,18,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,79,0,52,0,7,4,147
POA4271,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,6,0,0,0,6,4,0,3,0,0,0,8,28,0,24,0,0,0,58,71,0,27,0,0,0,100,21,0,5,0,0,0,30,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,5,142,0,79,0,3,9,230
POA4272,0,0,7,0,3,12,19,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,7,0,0,0,7,0,0,7,0,0,0,5,10,0,18,0,0,0,21,23,0,11,0,3,0,39,71,0,30,0,0,0,105,33,0,11,0,0,0,48,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,153,0,99,0,11,14,277
POA4275,0,0,15,0,10,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7,0,0,0,7,4,3,9,0,5,0,21,15,0,12,0,5,0,35,45,0,14,0,0,0,61,26,0,3,0,0,0,39,7,0,3,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,106,3,83,0,26,10,228
POA4280,0,0,17,0,3,8,31,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,9,0,0,0,9,0,0,5,0,0,0,9,17,0,19,0,0,0,32,54,0,39,0,4,3,106,300,0,75,0,4,0,376,129,0,29,0,0,0,165,27,0,5,0,0,0,35,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,11,3,39,558,3,221,4,21,19,826
POA4285,3,5,33,0,24,42,102,0,10,0,0,0,0,14,12,42,14,3,24,0,98,48,24,50,3,18,3,141,77,10,53,6,3,3,154,119,21,71,18,4,3,232,434,7,105,3,18,0,572,353,0,61,0,3,3,418,66,0,24,0,0,0,87,16,0,9,0,0,0,18,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,15,9,15,0,13,0,58,1146,132,440,36,99,57,1906
POA4287,0,0,0,0,5,7,19,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,7,0,0,5,0,0,0,8,9,0,4,0,0,0,11,0,0,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,11,0,26,0,8,9,63
POA4300,10,18,33,0,9,18,79,0,21,0,0,0,0,24,12,108,13,0,9,0,143,20,103,34,8,35,0,206,27,52,44,5,12,0,132,273,99,94,11,120,0,589,1351,107,255,21,71,5,1816,3093,7,242,8,29,13,3395,388,0,40,0,12,3,443,93,0,3,0,3,0,100,23,0,3,0,0,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,5,73,30,28,7,7,12,159,5369,543,794,59,302,60,7128
POA4301,6,0,11,3,0,6,29,0,4,0,0,0,0,7,0,19,9,0,0,0,33,12,37,15,5,4,0,76,22,15,29,4,0,0,66,282,53,86,19,6,0,455,1843,34,189,15,24,9,2114,1157,0,86,0,10,5,1257,19,0,9,0,0,0,28,8,0,4,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,45,0,13,4,4,3,63,3401,168,453,46,48,26,4147
POA4303,0,8,6,0,0,3,17,0,10,0,3,0,0,15,3,64,5,8,0,4,81,11,62,6,3,0,3,78,7,30,11,8,0,0,58,73,50,32,3,3,0,162,118,19,29,0,0,5,175,19,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,15,0,0,0,0,21,228,260,94,24,7,13,622
POA4304,0,20,25,3,0,14,68,3,41,3,3,3,0,46,10,111,26,17,5,3,170,17,47,19,15,3,0,111,49,22,38,6,3,0,110,468,36,154,20,12,3,698,952,10,200,10,21,3,1199,206,3,26,0,3,0,241,9,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,27,28,20,3,3,5,88,1753,307,517,85,56,27,2750
POA4305,6,24,57,6,11,42,144,5,63,7,0,0,0,77,36,233,62,33,11,0,374,104,160,103,46,39,3,458,216,61,133,21,42,4,485,1244,172,436,49,372,14,2286,2943,42,527,21,96,15,3647,875,3,148,8,28,9,1073,68,3,12,0,8,0,96,10,0,7,0,3,0,20,6,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,3,0,0,0,3,11,0,0,0,0,0,12,77,58,45,7,21,13,223,5607,833,1540,199,632,99,8907
POA4306,0,0,49,0,18,41,111,0,0,3,0,3,0,9,5,3,29,0,21,0,59,28,0,51,0,31,3,113,38,0,69,0,14,3,129,102,3,79,0,50,3,241,394,5,129,10,16,3,558,517,0,93,0,4,3,618,113,0,26,0,0,0,143,38,0,4,0,0,0,47,9,0,3,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,9,0,51,1275,19,563,14,169,58,2086
POA4307,0,0,11,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,14,0,0,0,15,17,0,13,0,0,0,26,10,0,17,0,0,0,30,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,34,0,71,0,4,3,115
POA4309,0,0,11,0,3,12,23,0,0,0,0,0,0,0,0,0,8,0,0,0,9,3,0,13,0,0,0,11,4,0,12,0,0,0,12,26,0,19,0,0,0,54,26,0,18,0,0,0,44,3,0,3,0,0,0,8,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,13,73,0,81,0,11,12,181
POA4310,0,0,27,0,4,15,46,0,0,3,0,4,0,9,6,3,10,0,4,0,28,15,0,17,0,0,0,32,23,0,22,0,0,0,46,68,0,43,0,0,0,110,83,0,27,0,0,0,109,20,0,8,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,8,209,4,169,8,14,20,425
POA4311,3,0,19,0,8,22,49,0,0,3,0,3,0,3,0,0,13,0,4,0,19,14,0,31,4,10,0,64,13,3,40,0,23,0,80,130,0,57,3,16,0,203,357,0,56,0,5,4,428,48,0,28,0,3,0,79,9,0,3,0,4,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,3,0,22,584,8,265,13,82,31,982
