POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA4113,0,0,0,0,0,337,25,18,3,3,3,0,0,0,16,397,52,3,0,0,0,0,0,0,0,3,58,36,0,0,0,0,0,0,0,0,0,36,46,4,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,81,4,3,0,0,0,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,129,3,3,0,0,0,0,0,0,3,143,1503,415,363,82,106,51,62,92,52,75,2805,2706,1607,2773,481,532,598,719,585,259,195,10459,634,292,493,116,177,234,211,255,203,252,2861,16,4,14,3,3,0,4,3,3,10,59,3354,1900,3279,595,711,830,932,847,465,452,13372,0,0,4,0,0,0,0,3,0,7,23,4862,2322,3645,679,826,884,1001,938,520,527,16205
POA4114,0,0,0,0,3,361,19,3,0,0,6,0,0,3,13,404,57,0,0,0,0,0,0,0,0,3,65,11,0,0,0,0,0,0,0,0,0,12,27,0,3,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,93,3,3,0,0,0,0,0,0,11,114,1998,440,439,84,90,107,78,64,42,169,3500,1393,694,1364,311,394,549,282,235,149,129,5505,316,129,399,153,167,422,171,191,277,87,2320,26,12,25,16,8,11,5,6,12,0,120,1735,829,1788,478,569,988,459,430,442,226,7947,16,3,3,3,3,0,0,0,0,12,37,3746,1277,2227,560,664,1092,535,493,479,400,11480
POA4115,0,0,0,0,3,174,12,8,0,3,0,0,0,0,26,221,30,3,4,0,0,0,0,0,0,19,57,9,0,0,0,0,0,0,0,0,7,17,16,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,3,3,25,0,0,0,0,0,0,0,0,13,47,0,0,0,0,0,0,0,0,0,0,0,58,3,8,0,0,0,0,0,0,32,100,1558,361,415,55,87,58,50,43,11,89,2718,1286,796,1194,185,164,137,144,107,69,75,4152,204,79,148,29,39,52,46,55,40,63,752,11,4,7,0,0,0,0,0,0,6,35,1502,873,1345,215,197,196,184,161,109,149,4940,3,0,0,0,0,0,0,0,0,3,6,3062,1240,1760,271,284,251,233,204,122,238,7666
POA4116,0,0,0,0,0,288,27,23,5,4,0,0,0,0,4,358,38,0,0,0,0,0,0,0,0,6,41,21,0,0,0,0,0,0,0,0,3,22,27,0,0,0,0,0,3,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,0,0,7,102,1419,544,478,84,70,59,86,52,28,66,2894,2752,1792,2361,423,351,365,297,318,157,152,8979,643,231,445,107,113,109,155,179,100,163,2244,19,12,13,0,0,0,0,3,3,5,61,3420,2034,2817,527,461,482,455,504,261,320,11286,6,0,0,0,0,3,0,3,0,11,23,4844,2582,3293,613,535,546,540,560,300,398,14205
POA4117,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,29,51,12,3,7,3,4,0,3,192,103,65,108,3,10,4,12,3,0,3,314,15,3,9,0,3,3,3,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,120,69,118,3,8,6,13,4,0,7,355,0,0,0,0,0,0,0,0,0,0,0,200,103,171,17,12,11,18,14,0,9,549
POA4118,0,0,0,3,5,247,14,5,0,0,5,0,3,0,18,299,33,0,0,0,0,0,0,0,0,16,58,17,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,3,3,73,3,0,0,0,0,0,0,0,23,101,2558,592,698,157,153,96,103,82,25,153,4620,1502,531,921,105,131,144,119,86,49,83,3657,260,86,104,31,19,46,39,29,26,37,678,13,3,13,0,0,0,7,3,0,3,38,1773,626,1035,135,149,188,157,115,72,123,4380,7,4,0,0,0,0,0,0,0,12,23,4336,1218,1733,292,306,289,266,201,96,289,9022
POA4119,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,389,120,122,14,21,24,9,17,5,15,736,532,311,485,52,67,60,86,39,28,34,1699,74,45,61,15,12,17,25,30,11,22,315,3,3,0,0,0,0,0,0,0,3,7,608,360,547,59,84,83,111,71,42,64,2023,3,0,0,0,0,0,0,0,0,0,3,1002,479,675,77,106,103,118,87,44,78,2760
POA4120,0,0,0,0,0,85,4,0,0,0,3,0,0,0,3,95,14,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,32,582,103,133,42,38,17,31,18,22,30,1022,260,145,374,63,95,131,140,111,88,42,1444,76,12,23,6,4,17,17,16,9,20,208,3,0,0,0,0,0,0,0,0,0,7,335,162,397,69,94,146,155,125,100,69,1660,3,0,0,0,0,0,0,0,0,3,9,915,264,527,110,140,166,192,150,123,101,2695
POA4121,0,0,0,0,0,203,3,8,0,0,0,0,0,0,6,219,45,0,0,0,0,0,0,0,0,9,57,42,0,0,0,0,0,0,0,0,0,42,19,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,3,107,0,0,0,0,0,0,0,0,10,119,1621,308,307,79,54,59,49,39,13,71,2597,728,267,411,89,99,110,121,127,69,48,2062,109,9,36,13,13,21,18,21,12,22,275,0,0,9,0,0,0,0,0,0,0,10,834,283,458,97,111,128,132,143,84,75,2348,3,0,0,0,0,0,0,0,0,3,9,2456,588,771,171,170,191,184,185,102,145,4951
POA4122,0,0,0,0,9,565,14,17,0,0,3,0,0,0,44,648,105,3,0,0,0,0,0,0,0,29,143,63,0,0,0,0,0,0,0,0,7,75,50,3,4,0,0,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,4,4,109,4,4,0,0,0,0,0,0,23,142,0,0,0,0,0,0,0,0,0,3,3,219,4,4,0,0,0,0,0,0,56,287,2805,527,667,111,106,105,59,80,44,180,4686,2278,993,1887,412,392,485,441,441,252,195,7774,423,115,217,37,70,106,92,121,103,93,1376,27,4,10,0,3,3,3,3,0,11,64,2726,1117,2113,448,461,593,535,566,356,293,9218,9,3,0,0,0,3,0,5,7,11,41,5543,1641,2779,562,574,698,595,653,407,487,13943
POA4123,0,0,0,0,0,207,13,5,0,0,0,0,3,0,12,245,45,0,0,0,0,0,0,0,0,0,45,10,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,73,1633,337,265,55,63,31,31,30,11,58,2516,783,377,720,97,100,81,83,72,28,52,2401,117,35,73,18,18,36,44,34,22,44,448,5,0,0,0,0,0,0,0,0,0,8,909,413,804,121,116,112,128,105,49,99,2855,6,0,0,0,0,0,0,0,0,7,14,2545,755,1065,172,183,147,157,142,56,158,5388
POA4124,0,0,0,0,4,159,0,4,0,0,0,0,0,0,29,195,29,0,0,3,0,0,0,0,0,13,47,18,0,0,0,0,0,0,0,0,4,24,18,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,14,50,0,0,0,0,0,0,0,0,0,0,0,67,0,0,3,0,0,0,0,0,23,93,1641,285,406,54,76,36,17,33,15,89,2654,620,158,248,32,46,17,35,33,27,35,1271,130,15,33,10,3,4,11,13,12,28,252,8,0,3,0,0,0,0,3,0,0,19,760,181,288,39,49,24,46,47,34,69,1539,4,3,0,0,0,0,0,0,0,5,15,2412,464,691,95,123,64,64,82,56,158,4212
POA4125,0,0,0,0,0,209,6,3,0,0,0,0,0,0,13,233,44,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,62,862,83,56,3,12,8,4,7,3,27,1071,309,50,58,4,8,7,10,3,5,3,447,92,15,7,4,5,3,3,3,0,3,129,10,0,0,0,0,0,0,0,0,0,10,410,65,65,10,5,7,12,3,6,7,589,3,0,0,0,0,0,0,0,0,8,7,1273,147,123,11,20,19,14,13,10,44,1670
POA4127,0,0,0,0,3,281,15,13,0,0,3,0,0,0,17,328,63,3,0,0,0,0,0,0,0,4,72,22,0,0,0,0,0,0,0,0,0,23,25,0,0,0,3,0,0,0,0,3,26,3,0,0,0,0,0,0,0,0,0,3,49,0,0,0,3,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,112,5,0,0,3,0,0,0,0,12,130,2512,578,600,126,115,86,69,54,51,119,4309,1101,472,752,103,122,212,172,120,59,61,3179,178,60,114,9,32,61,42,49,44,36,629,18,3,7,0,0,3,0,3,0,0,33,1296,535,874,112,153,275,211,172,104,104,3843,5,0,6,0,0,0,0,0,0,5,11,3811,1118,1474,239,271,358,278,231,152,230,8161
POA4128,0,0,0,0,0,179,9,5,0,0,0,0,0,0,0,189,32,3,3,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,38,3,3,0,0,0,0,0,0,4,46,1954,419,377,60,59,38,47,28,13,63,3050,542,225,284,39,37,46,31,26,14,22,1275,56,26,16,3,4,10,7,15,5,5,150,7,0,3,0,0,0,3,0,0,0,17,607,246,308,42,42,54,47,47,24,33,1444,0,0,0,0,0,0,0,0,0,0,0,2563,666,679,102,102,94,93,68,35,91,4500
POA4129,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,654,132,179,9,31,23,15,18,10,20,1085,145,59,70,5,10,15,3,7,4,13,342,16,6,13,0,3,3,0,3,0,3,48,0,0,0,0,0,3,0,0,0,0,5,160,72,85,9,14,18,7,12,7,15,390,5,0,0,0,0,0,0,0,0,0,3,812,206,265,20,44,41,21,31,14,31,1479
POA4130,0,0,0,0,0,102,3,0,0,0,0,0,0,0,3,111,19,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,44,1003,176,163,32,17,22,9,10,7,35,1477,278,45,59,13,8,15,3,3,5,10,440,35,0,4,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,3,309,42,61,15,14,14,3,4,10,15,486,4,0,0,0,0,0,0,0,0,0,5,1322,223,226,45,27,35,11,14,16,51,1971
POA4131,0,0,0,0,0,94,0,10,0,0,0,0,0,0,3,106,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,30,847,208,266,56,56,37,31,41,17,53,1604,340,224,365,63,57,84,102,49,44,40,1366,77,26,64,12,9,32,14,19,69,38,351,10,3,4,0,0,0,0,0,0,4,24,421,251,430,75,74,118,112,70,114,83,1741,0,0,3,0,0,0,0,0,0,0,8,1275,460,695,129,126,152,148,111,127,137,3356
POA4132,0,0,0,0,3,158,8,9,0,0,0,0,0,0,6,180,29,0,0,0,0,0,0,0,0,0,30,8,0,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0,48,1604,446,793,114,200,139,101,88,53,129,3666,997,576,966,139,159,223,111,127,47,70,3403,207,64,174,30,28,38,25,32,36,14,649,16,10,18,0,3,0,0,0,0,0,49,1220,646,1161,168,187,259,139,161,82,83,4110,5,3,3,0,0,0,0,0,0,8,22,2834,1100,1954,289,388,400,233,254,130,215,7793
POA4133,0,0,0,0,0,255,10,7,0,0,0,0,0,0,6,284,77,7,0,0,0,0,0,0,0,3,86,12,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,93,6,0,0,0,0,0,0,0,3,113,1635,277,412,77,104,105,51,63,15,78,2822,577,276,380,108,70,97,46,52,32,35,1671,113,30,55,15,7,19,14,15,48,22,342,6,5,8,0,0,0,0,3,0,0,23,694,308,433,122,78,120,60,72,79,55,2034,7,0,0,0,0,0,0,0,0,3,8,2340,587,846,201,185,228,110,138,100,139,4863
POA4151,0,0,0,0,0,114,5,0,0,0,0,0,0,0,5,129,36,0,0,0,0,0,0,0,0,4,36,16,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,7,65,978,206,227,63,50,45,46,39,27,46,1737,438,160,525,82,120,157,144,139,79,34,1877,63,13,29,0,18,13,14,13,16,17,194,0,4,3,3,0,0,0,3,0,0,12,500,180,556,81,132,168,157,156,96,47,2081,0,0,0,0,0,0,0,0,3,0,4,1477,385,780,148,178,216,206,198,126,100,3816
POA4152,0,0,0,0,6,533,9,23,0,0,0,3,0,0,26,593,119,0,4,0,0,0,0,0,0,9,133,58,0,0,0,0,0,0,0,0,7,64,49,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,7,126,0,0,0,0,0,0,0,0,0,0,0,226,3,3,0,0,0,0,0,0,20,255,3039,719,865,181,140,127,129,111,43,128,5484,2136,628,1202,212,158,198,167,169,105,104,5079,333,43,81,15,20,27,39,42,36,50,688,12,9,0,3,0,0,0,0,0,3,34,2484,676,1285,230,178,230,205,212,145,160,5800,3,4,3,0,0,0,0,0,0,7,19,5528,1397,2149,409,322,355,338,328,186,296,11304
POA4153,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,64,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,311,83,97,24,13,13,3,8,8,6,559,199,79,93,14,12,13,4,11,6,6,446,35,5,7,0,4,3,3,3,3,3,69,5,0,0,0,0,0,0,3,0,0,13,244,88,100,18,16,20,3,17,12,9,524,0,0,0,0,0,0,0,0,0,3,3,552,174,192,37,31,30,9,26,20,19,1089
POA4154,0,0,0,0,0,63,3,3,0,0,0,0,0,3,3,73,8,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,20,701,351,455,105,77,40,33,42,20,28,1849,262,205,357,53,55,40,31,22,13,18,1056,21,12,9,3,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,3,7,284,211,362,56,55,42,33,23,20,23,1112,0,0,0,0,0,0,0,0,0,4,5,983,569,820,160,133,79,63,58,40,51,2964
POA4155,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,17,105,10,11,3,0,0,0,3,0,0,143,66,9,13,0,0,0,0,0,5,0,87,11,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,74,7,17,0,0,0,0,0,7,0,109,0,0,0,0,0,0,0,0,0,0,0,183,23,28,9,0,0,6,3,6,0,251
POA4156,0,0,0,0,0,22,5,3,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,238,44,43,4,8,5,0,3,11,6,368,191,78,124,24,25,27,14,11,3,10,498,13,3,17,0,3,3,0,12,0,3,48,0,0,3,0,0,0,0,0,0,0,4,207,75,135,20,29,27,15,21,3,11,552,0,0,0,0,0,0,0,0,0,0,0,450,120,185,27,38,27,18,24,14,18,914
POA4157,0,0,0,0,0,260,13,6,0,0,0,0,0,0,8,285,50,3,0,0,0,0,0,0,0,3,60,19,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,0,0,0,0,3,85,1831,334,331,67,92,46,27,42,20,79,2860,419,129,318,54,37,43,26,44,10,21,1118,44,3,15,3,9,0,11,5,4,6,99,6,0,3,0,0,0,0,0,0,0,11,469,136,334,57,48,45,38,53,14,30,1225,9,0,3,0,0,0,0,0,0,6,16,2308,466,671,124,137,87,67,93,37,109,4102
POA4158,0,0,0,0,0,53,3,0,0,3,0,0,0,0,0,57,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,368,63,73,23,11,9,13,4,0,15,583,55,20,33,4,6,4,10,14,0,3,138,8,0,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,62,20,32,4,10,5,10,11,0,3,158,0,0,0,0,0,0,0,0,0,0,0,429,80,109,26,16,20,20,17,5,14,743
POA4159,0,0,0,0,0,190,3,10,3,0,0,0,0,0,9,219,40,0,0,0,0,0,0,0,0,0,50,26,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,72,0,4,0,0,0,0,0,0,3,84,1270,299,407,79,47,51,34,11,15,55,2267,343,78,131,22,26,20,18,14,20,14,684,37,15,9,0,8,0,0,4,0,0,73,3,0,0,0,0,0,0,0,0,0,5,379,91,148,24,30,23,18,20,20,15,769,3,0,0,0,0,0,0,0,0,0,8,1653,391,558,101,78,72,52,32,29,75,3041
POA4160,0,0,0,0,0,233,21,21,0,0,0,0,3,0,16,290,58,0,3,0,0,0,0,0,0,4,67,22,3,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,91,3,3,0,0,0,0,0,0,10,103,1835,600,710,120,127,73,64,41,27,90,3691,399,138,145,23,56,31,26,15,12,13,850,29,3,6,0,0,4,8,7,0,3,64,0,0,4,0,0,0,0,0,0,0,7,425,148,153,29,54,32,29,20,14,18,922,3,0,0,0,0,0,0,0,0,0,6,2268,748,861,146,188,107,92,60,35,111,4614
POA4161,0,0,0,0,0,151,4,0,0,0,0,0,0,0,0,157,36,0,0,0,0,0,0,0,0,9,42,10,0,0,0,0,0,0,0,0,6,17,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,11,69,1411,345,331,27,31,39,21,25,19,56,2308,312,108,171,26,25,31,22,15,12,20,746,30,9,9,0,5,0,3,3,4,8,68,4,0,0,0,0,0,0,0,0,0,5,345,117,182,27,33,28,25,17,17,30,817,5,0,0,0,0,0,0,0,0,0,6,1767,458,507,54,60,69,41,44,35,88,3136
POA4163,0,0,0,10,15,372,25,23,0,0,4,0,3,0,23,439,104,5,4,0,0,0,0,0,0,3,122,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,5,126,5,4,0,0,0,0,0,0,9,148,1866,495,524,97,87,68,61,51,15,72,3341,359,101,176,32,28,38,28,37,13,28,828,54,5,13,0,3,7,3,3,3,10,92,6,0,6,0,0,0,0,0,0,0,12,419,111,186,28,30,44,32,42,14,36,938,4,0,0,0,0,0,0,0,0,21,27,2291,606,709,128,116,117,96,94,27,125,4312
